Age,Annual Income,Home Ownership,Employment Length (Years),Loan Purpose,Loan Grade,Loan Amount,Interest Rate (%),Loan to Income Ratio,Previous Default History,Credit History Length (Years),Debt to Income Ratio,Credit Utilization Ratio,Number of Open Credit Accounts,Number of Late Payments,"Loan Status (0=Approved, 1=Default)"
31,72243,MORTGAGE,8,EDUCATION,E,8297,8.09,0.11,Y,4,0.34,0.9,3,8,1
46,108001,RENT,12,HOMEIMPROVEMENT,A,21156,21.77,0.2,N,18,0.27,0.25,6,1,0
36,142513,OWN,6,HOMEIMPROVEMENT,C,29460,6.22,0.21,N,10,0.43,0.77,8,2,0
61,43259,RENT,15,HOMEIMPROVEMENT,B,14864,12.2,0.34,N,4,0.16,0.34,2,4,0
27,136486,OWN,6,EDUCATION,A,26333,15.54,0.19,N,1,0.23,0.54,2,5,0
52,93100,OWN,19,MEDICAL,D,22219,7.53,0.24,N,30,0.15,0.82,8,6,1
60,122476,RENT,37,VENTURE,A,33001,17.97,0.27,N,33,0.37,0.16,11,3,0
51,88116,RENT,25,PERSONAL,B,29967,15.76,0.34,N,13,0.29,0.37,6,4,0
22,48992,RENT,2,MEDICAL,A,16995,17.59,0.35,N,2,0.21,0.66,14,1,0
61,40358,OWN,3,MEDICAL,A,18209,17.15,0.45,N,11,0.53,0.72,5,8,1
38,106240,MORTGAGE,4,HOMEIMPROVEMENT,A,30754,10.06,0.29,Y,1,0.41,0.16,2,0,1
58,89057,RENT,26,VENTURE,E,2300,20.59,0.03,N,19,0.58,0.48,4,1,1
30,78579,MORTGAGE,5,VENTURE,C,3671,20.15,0.05,N,3,0.51,0.71,4,3,0
28,95863,OWN,3,MEDICAL,B,30685,9.5,0.32,Y,9,0.07,0.2,13,6,1
38,99465,RENT,6,HOMEIMPROVEMENT,C,30991,10.47,0.31,N,1,0.54,0.44,2,10,0
59,88196,RENT,13,VENTURE,C,40624,13.55,0.46,Y,7,0.42,0.93,9,11,1
27,22205,OWN,2,MEDICAL,D,13342,12.72,0.6,N,8,0.34,0.31,12,10,1
33,146541,OWN,4,EDUCATION,A,16797,20.1,0.11,N,7,0.13,0.18,12,6,0
58,136519,OWN,0,VENTURE,E,10628,7.16,0.08,N,31,0.19,0.6,1,8,1
36,141509,RENT,7,MEDICAL,A,44986,13.54,0.32,N,2,0.2,0.91,12,10,0
49,144798,OWN,27,HOMEIMPROVEMENT,A,1527,21.97,0.01,N,12,0.44,0.66,5,6,1
42,41352,OWN,23,VENTURE,B,29312,11.94,0.71,Y,8,0.45,0.2,13,5,1
60,147896,RENT,8,PERSONAL,C,32182,9.29,0.22,N,36,0.39,0.76,9,8,0
51,76959,OWN,31,EDUCATION,A,10907,15.02,0.14,N,13,0.27,0.58,11,5,0
41,35749,MORTGAGE,14,MEDICAL,A,18332,8.12,0.51,N,6,0.38,0.43,12,11,0
28,24922,OWN,8,HOMEIMPROVEMENT,D,20567,9.09,0.83,N,6,0.47,0.33,9,0,1
64,34219,MORTGAGE,17,PERSONAL,A,25276,9.08,0.74,N,40,0.34,0.51,12,4,0
43,21082,OWN,16,VENTURE,D,14123,6.42,0.67,N,9,0.22,0.78,8,4,0
56,140263,OWN,19,PERSONAL,C,1159,14.42,0.01,N,28,0.18,0.36,6,3,0
38,24983,OWN,5,HOMEIMPROVEMENT,A,11118,11.17,0.45,N,18,0.09,0.46,7,2,0
57,140832,MORTGAGE,14,EDUCATION,D,21620,18.05,0.15,N,5,0.5,0.79,1,3,1
25,129832,MORTGAGE,4,EDUCATION,C,31858,6.66,0.25,Y,4,0.43,0.87,6,7,1
38,131195,OWN,9,HOMEIMPROVEMENT,E,37668,6.51,0.29,N,6,0.12,0.49,10,1,0
34,25410,MORTGAGE,15,PERSONAL,A,24276,13.59,0.96,Y,1,0.33,0.1,14,0,1
60,109941,OWN,17,MEDICAL,A,3620,14.98,0.03,N,11,0.21,0.86,11,0,0
46,26553,RENT,21,HOMEIMPROVEMENT,C,15866,19.33,0.6,N,20,0.34,0.43,6,0,0
39,139411,RENT,6,HOMEIMPROVEMENT,A,28559,20.35,0.2,N,18,0.58,0.38,1,5,0
49,140198,RENT,13,VENTURE,A,25310,7.25,0.18,N,5,0.47,0.9,10,10,1
57,108031,MORTGAGE,10,EDUCATION,B,10491,9.45,0.1,N,11,0.47,0.67,12,7,0
37,105090,OWN,17,PERSONAL,C,35919,11.21,0.34,N,5,0.45,0.23,5,0,0
47,139176,OWN,14,HOMEIMPROVEMENT,A,22518,7.77,0.16,Y,28,0.11,0.13,7,0,0
44,132540,OWN,2,EDUCATION,B,11819,12.86,0.09,Y,20,0.16,0.76,13,9,1
25,116320,OWN,4,HOMEIMPROVEMENT,C,23740,19.35,0.2,Y,5,0.59,0.78,13,3,1
37,53159,OWN,2,VENTURE,A,13666,7.18,0.26,N,7,0.41,0.88,9,7,1
48,23321,OWN,4,HOMEIMPROVEMENT,D,5615,19.81,0.24,N,14,0.08,0.32,7,0,0
58,112529,RENT,24,EDUCATION,B,47489,9.88,0.42,N,14,0.21,0.27,2,9,0
61,64420,RENT,14,VENTURE,E,7961,6.36,0.12,N,39,0.46,0.69,8,4,0
28,146311,OWN,3,HOMEIMPROVEMENT,A,8006,16.79,0.05,N,1,0.24,0.88,8,5,0
32,36524,MORTGAGE,13,EDUCATION,A,29202,18.89,0.8,N,13,0.22,0.32,8,4,0
36,140910,RENT,4,EDUCATION,D,33322,12.39,0.24,N,10,0.05,0.92,9,7,1
64,29927,RENT,23,EDUCATION,B,20029,13.51,0.67,N,18,0.37,0.9,9,9,1
63,22443,OWN,25,PERSONAL,A,11380,8.23,0.51,N,18,0.39,0.12,12,10,0
28,85382,RENT,8,VENTURE,C,9783,16.59,0.11,N,2,0.08,0.11,1,10,0
25,131628,RENT,6,EDUCATION,B,25045,9.53,0.19,N,2,0.31,0.68,11,2,0
27,50632,RENT,5,MEDICAL,A,10280,11.56,0.2,N,6,0.16,0.57,2,2,0
30,86273,RENT,11,EDUCATION,D,13470,18.4,0.16,N,6,0.25,0.82,12,7,1
44,68075,RENT,10,VENTURE,C,3934,19.91,0.06,N,25,0.19,0.13,6,1,0
54,146394,OWN,5,EDUCATION,E,4812,20.94,0.03,Y,22,0.17,0.41,4,10,1
38,104120,MORTGAGE,10,EDUCATION,B,35451,9.85,0.34,Y,18,0.27,0.5,5,6,1
29,69711,OWN,1,EDUCATION,B,29639,18.42,0.43,N,4,0.56,0.71,10,7,1
62,147394,OWN,30,HOMEIMPROVEMENT,E,19740,7.82,0.13,N,5,0.58,0.53,10,3,0
25,126300,MORTGAGE,1,VENTURE,A,15201,7.74,0.12,N,6,0.26,0.76,10,2,0
46,25206,MORTGAGE,17,PERSONAL,D,20517,11.4,0.81,N,10,0.18,0.77,3,11,1
31,112864,MORTGAGE,9,PERSONAL,B,18706,20.85,0.17,N,10,0.05,0.94,9,9,1
41,100522,OWN,6,VENTURE,B,15440,6.46,0.15,N,13,0.19,0.81,4,2,0
25,113937,RENT,1,EDUCATION,A,11249,10.59,0.1,N,6,0.33,0.33,2,6,0
59,138874,MORTGAGE,9,PERSONAL,A,29178,7.78,0.21,N,3,0.19,0.44,14,9,0
22,104303,OWN,2,EDUCATION,A,39644,20.63,0.38,N,3,0.45,0.59,8,11,1
27,56723,OWN,5,PERSONAL,A,28981,13.92,0.51,N,5,0.37,0.54,10,2,0
48,77389,OWN,11,PERSONAL,A,30743,10.59,0.4,N,1,0.26,0.86,2,0,0
47,122005,OWN,28,HOMEIMPROVEMENT,B,24782,13.62,0.2,N,1,0.35,0.29,13,4,0
23,130040,OWN,2,HOMEIMPROVEMENT,B,48456,20.6,0.37,N,2,0.1,0.67,14,0,0
29,32380,MORTGAGE,5,HOMEIMPROVEMENT,C,18818,10.61,0.58,N,10,0.28,0.44,10,5,0
63,45168,OWN,35,VENTURE,D,6644,16.88,0.15,Y,33,0.44,0.89,4,2,1
45,43238,OWN,7,EDUCATION,A,9431,13.57,0.22,N,4,0.45,0.29,11,10,0
39,40022,OWN,13,MEDICAL,A,5780,8.91,0.14,N,19,0.14,0.12,3,5,0
56,28536,OWN,23,MEDICAL,A,24979,9.84,0.88,N,13,0.4,0.32,12,10,0
38,29840,MORTGAGE,0,PERSONAL,C,10461,20.19,0.35,N,2,0.23,0.87,11,5,1
26,116228,MORTGAGE,4,PERSONAL,C,35296,14.35,0.3,Y,1,0.42,0.93,7,8,1
22,123657,OWN,3,HOMEIMPROVEMENT,A,28032,11.57,0.23,N,3,0.47,0.45,6,0,0
41,34179,MORTGAGE,7,MEDICAL,B,11222,17.91,0.33,Y,6,0.29,0.21,10,1,0
28,142755,OWN,3,EDUCATION,D,34760,18.85,0.24,Y,8,0.25,0.42,9,4,1
49,83869,OWN,26,EDUCATION,E,13961,21.91,0.17,N,21,0.13,0.12,3,11,1
42,37883,MORTGAGE,19,VENTURE,A,19542,15.87,0.52,N,22,0.18,0.29,8,9,1
33,75916,MORTGAGE,0,MEDICAL,A,3291,10.72,0.04,N,4,0.5,0.69,10,6,1
24,125232,MORTGAGE,0,MEDICAL,D,5621,19.52,0.04,Y,4,0.11,0.62,11,11,1
47,69420,OWN,16,HOMEIMPROVEMENT,D,3462,10.85,0.05,N,3,0.06,0.68,10,0,0
41,36211,RENT,18,EDUCATION,A,6842,16.31,0.19,N,10,0.11,0.52,7,11,0
42,51127,RENT,16,VENTURE,B,42300,20.15,0.83,N,11,0.44,0.68,5,11,1
63,127447,MORTGAGE,16,PERSONAL,D,38895,16.38,0.31,N,27,0.19,0.62,2,4,0
55,76625,RENT,21,VENTURE,B,6710,16.87,0.09,N,19,0.33,0.83,13,9,1
44,76492,OWN,18,EDUCATION,C,48684,17.8,0.64,N,1,0.29,0.14,8,8,1
24,119864,RENT,2,PERSONAL,A,18548,20.5,0.15,N,3,0.5,0.34,13,5,0
64,103194,OWN,19,EDUCATION,A,21337,21.79,0.21,N,9,0.34,0.9,13,0,0
51,129945,RENT,8,PERSONAL,A,21530,17.78,0.17,N,8,0.51,0.87,1,4,1
56,108177,OWN,6,VENTURE,B,27636,11.49,0.26,N,23,0.28,0.16,10,0,0
57,88591,OWN,13,HOMEIMPROVEMENT,D,13186,13.63,0.15,N,31,0.22,0.9,3,11,1
32,43952,OWN,6,MEDICAL,B,34160,18.62,0.78,N,13,0.54,0.65,6,10,1
39,112087,MORTGAGE,0,VENTURE,A,24267,6.72,0.22,N,20,0.45,0.46,13,3,0
40,30725,MORTGAGE,21,VENTURE,D,29696,21.34,0.97,N,21,0.37,0.34,13,2,1
32,26450,MORTGAGE,4,EDUCATION,B,18467,6.56,0.7,N,11,0.45,0.81,1,11,1
25,55507,RENT,4,HOMEIMPROVEMENT,A,34108,13.35,0.61,N,5,0.09,0.68,2,8,0
48,80582,MORTGAGE,11,PERSONAL,C,23787,15.57,0.3,N,6,0.21,0.17,3,0,0
56,112303,MORTGAGE,17,MEDICAL,C,24116,8.41,0.21,Y,27,0.57,0.4,14,4,1
45,72921,MORTGAGE,21,MEDICAL,A,32289,6.49,0.44,N,20,0.07,0.36,11,11,0
48,105112,OWN,10,PERSONAL,B,7116,14.54,0.07,N,17,0.51,0.78,12,5,0
43,88289,MORTGAGE,5,MEDICAL,A,35140,21.05,0.4,N,17,0.1,0.24,10,9,0
50,45570,OWN,15,EDUCATION,D,22182,7.88,0.49,N,28,0.47,0.87,8,0,1
43,74362,RENT,13,MEDICAL,B,20073,20.4,0.27,N,20,0.11,0.65,13,7,0
36,103529,MORTGAGE,10,EDUCATION,A,49926,6.18,0.48,N,14,0.51,0.68,5,0,0
33,115949,OWN,6,MEDICAL,B,43299,10.47,0.37,Y,10,0.09,0.91,11,5,1
46,148652,RENT,16,HOMEIMPROVEMENT,D,14136,11.73,0.1,Y,13,0.51,0.29,8,5,1
40,128541,MORTGAGE,8,VENTURE,D,26964,13.13,0.21,N,12,0.55,0.95,5,3,1
46,141292,RENT,6,PERSONAL,C,37686,21.26,0.27,N,26,0.45,0.69,7,10,1
45,53591,MORTGAGE,0,HOMEIMPROVEMENT,D,38797,12.98,0.72,Y,26,0.06,0.92,13,4,1
35,83411,OWN,1,HOMEIMPROVEMENT,E,42209,15.77,0.51,Y,7,0.42,0.89,3,3,1
55,128943,OWN,14,VENTURE,A,44626,21.12,0.35,Y,27,0.49,0.48,6,2,1
62,75479,RENT,22,EDUCATION,D,3176,13.36,0.04,N,31,0.5,0.82,3,4,1
39,120793,RENT,0,VENTURE,A,42975,16.54,0.36,N,4,0.39,0.9,2,0,1
28,57418,MORTGAGE,3,HOMEIMPROVEMENT,B,38755,10.56,0.67,N,7,0.49,0.59,14,9,1
38,50653,RENT,16,VENTURE,C,15799,18.12,0.31,Y,13,0.21,0.59,11,5,0
42,108478,OWN,10,VENTURE,D,34161,20.11,0.31,Y,12,0.09,0.63,4,4,1
23,29095,OWN,1,VENTURE,A,9531,13.59,0.33,Y,3,0.08,0.16,7,2,0
23,53766,MORTGAGE,3,EDUCATION,A,17668,17.35,0.33,N,1,0.27,0.7,2,1,0
30,27699,MORTGAGE,5,HOMEIMPROVEMENT,E,8687,18.53,0.31,N,3,0.52,0.87,2,6,1
59,123067,OWN,16,MEDICAL,B,10221,16.86,0.08,N,38,0.21,0.63,5,2,0
37,124959,RENT,11,MEDICAL,D,46823,12.48,0.37,Y,16,0.25,0.41,12,8,1
41,122657,OWN,9,VENTURE,A,16510,7.86,0.13,N,14,0.06,0.67,2,8,0
63,56289,OWN,9,MEDICAL,B,34340,12.23,0.61,N,20,0.36,0.84,11,1,0
64,72227,RENT,28,VENTURE,D,28542,14.01,0.4,N,42,0.51,0.51,9,4,0
49,60100,MORTGAGE,16,VENTURE,B,49825,12.41,0.83,Y,10,0.24,0.56,4,9,1
43,98187,OWN,6,EDUCATION,B,29535,14.63,0.3,N,22,0.23,0.63,13,9,0
57,31640,OWN,5,HOMEIMPROVEMENT,B,29825,9.6,0.94,N,32,0.31,0.69,5,11,0
40,99472,RENT,4,VENTURE,B,30550,16.45,0.31,N,5,0.23,0.57,7,5,0
39,149006,MORTGAGE,5,PERSONAL,A,49506,16.73,0.33,N,11,0.58,0.88,9,1,1
63,115603,MORTGAGE,14,HOMEIMPROVEMENT,C,20491,20.07,0.18,N,22,0.51,0.85,1,9,1
34,38595,MORTGAGE,3,VENTURE,A,10735,11.25,0.28,N,5,0.53,0.64,6,11,0
28,42440,MORTGAGE,5,VENTURE,B,16275,17.85,0.38,N,9,0.25,0.33,11,1,0
44,72331,RENT,0,EDUCATION,E,44923,15.26,0.62,N,12,0.28,0.82,4,2,1
53,26089,OWN,11,VENTURE,A,8797,15.89,0.34,N,9,0.53,0.11,13,0,0
54,65096,MORTGAGE,17,HOMEIMPROVEMENT,C,6433,15.82,0.1,N,23,0.39,0.4,5,11,0
21,36997,OWN,2,EDUCATION,B,1868,6.99,0.05,N,1,0.34,0.16,1,0,0
36,148807,MORTGAGE,9,EDUCATION,A,38146,21.12,0.26,N,3,0.38,0.49,5,10,0
28,104860,MORTGAGE,2,MEDICAL,D,47118,18.11,0.45,N,4,0.54,0.85,3,4,1
30,142989,OWN,8,PERSONAL,D,41115,12.05,0.29,N,10,0.37,0.2,2,8,0
61,37077,OWN,26,HOMEIMPROVEMENT,A,12432,18.23,0.34,Y,1,0.28,0.51,9,9,1
44,85510,RENT,0,PERSONAL,E,26832,12.64,0.31,N,2,0.22,0.69,10,2,0
42,104124,RENT,8,HOMEIMPROVEMENT,E,35364,12.03,0.34,N,8,0.12,0.25,1,9,0
42,124975,RENT,15,HOMEIMPROVEMENT,D,21923,21.91,0.18,N,8,0.14,0.91,5,9,1
40,55361,MORTGAGE,11,HOMEIMPROVEMENT,A,48968,15.37,0.88,Y,5,0.12,0.83,8,6,1
45,74061,RENT,3,VENTURE,B,36840,9.45,0.5,N,16,0.5,0.67,9,9,1
62,116421,RENT,12,MEDICAL,C,14527,8.09,0.12,N,43,0.09,0.34,3,5,0
41,54227,MORTGAGE,22,EDUCATION,C,48664,11.3,0.9,Y,8,0.54,0.86,14,6,1
35,111043,OWN,5,VENTURE,A,13194,10.4,0.12,N,3,0.38,0.38,9,5,0
42,88232,RENT,16,VENTURE,B,17101,12.75,0.19,N,13,0.31,0.11,3,3,0
41,30510,OWN,13,PERSONAL,A,11537,16.87,0.38,N,15,0.25,0.34,7,8,0
54,82516,OWN,34,PERSONAL,E,44861,18.48,0.54,N,17,0.53,0.51,14,6,1
55,25629,OWN,33,VENTURE,D,21584,15.49,0.84,N,29,0.38,0.48,12,9,1
44,129750,MORTGAGE,24,EDUCATION,E,42616,7.43,0.33,N,4,0.3,0.32,5,2,0
53,89504,RENT,14,PERSONAL,E,49400,10.7,0.55,N,8,0.56,0.13,14,7,1
28,118618,RENT,9,PERSONAL,B,2134,20.53,0.02,N,7,0.05,0.76,13,6,0
51,85552,MORTGAGE,22,EDUCATION,D,40244,16.98,0.47,N,16,0.52,0.44,4,2,1
62,121505,RENT,16,MEDICAL,B,1669,6.4,0.01,N,7,0.26,0.36,2,0,0
43,70529,RENT,10,HOMEIMPROVEMENT,D,27401,17.45,0.39,N,2,0.43,0.81,6,9,1
22,32420,OWN,0,PERSONAL,D,22395,17.84,0.69,N,1,0.6,0.41,9,6,1
48,90793,OWN,5,HOMEIMPROVEMENT,B,47136,19.74,0.52,N,7,0.16,0.47,9,7,1
45,49974,MORTGAGE,11,PERSONAL,D,34210,18.85,0.68,N,15,0.2,0.22,4,9,1
55,46990,MORTGAGE,1,VENTURE,C,31109,16.27,0.66,N,22,0.58,0.31,10,8,1
39,142477,OWN,18,PERSONAL,A,20330,18.06,0.14,N,9,0.51,0.93,14,8,1
58,36283,MORTGAGE,25,VENTURE,A,8597,6.25,0.24,Y,3,0.38,0.52,5,8,1
43,129743,RENT,2,MEDICAL,A,23441,18.76,0.18,N,8,0.06,0.19,12,10,0
62,142041,RENT,15,HOMEIMPROVEMENT,A,23656,17.87,0.17,N,3,0.6,0.18,10,1,0
33,43171,RENT,9,MEDICAL,C,21829,8.9,0.51,N,12,0.15,0.55,7,7,0
28,42706,RENT,3,PERSONAL,A,33479,18.53,0.78,N,7,0.12,0.7,8,7,1
47,22925,MORTGAGE,19,VENTURE,A,18504,12.66,0.81,N,17,0.22,0.33,2,3,0
59,31087,OWN,32,EDUCATION,D,24408,7.64,0.79,Y,9,0.09,0.8,7,5,1
42,59491,RENT,9,MEDICAL,A,31273,7.82,0.53,N,6,0.24,0.75,10,0,0
43,70460,OWN,1,VENTURE,C,15877,17.46,0.23,N,16,0.27,0.38,8,11,1
47,62470,OWN,7,HOMEIMPROVEMENT,C,36450,9.26,0.58,N,4,0.51,0.79,10,8,1
48,61034,OWN,6,HOMEIMPROVEMENT,A,33536,17.89,0.55,N,11,0.6,0.67,5,11,1
33,92590,MORTGAGE,10,EDUCATION,A,41387,21.02,0.45,N,14,0.26,0.92,6,0,1
32,137154,MORTGAGE,10,EDUCATION,A,35624,7.35,0.26,Y,10,0.55,0.79,9,6,1
56,55739,MORTGAGE,13,HOMEIMPROVEMENT,C,6539,17.08,0.12,N,9,0.36,0.36,10,7,0
58,68372,OWN,26,EDUCATION,B,33357,8.84,0.49,N,12,0.49,0.44,12,5,0
27,116895,MORTGAGE,6,MEDICAL,E,38094,20.73,0.33,Y,8,0.3,0.91,2,6,1
37,40881,MORTGAGE,10,HOMEIMPROVEMENT,E,22614,12.1,0.55,Y,7,0.22,0.5,2,1,1
24,73772,OWN,4,PERSONAL,C,11878,15.6,0.16,N,1,0.4,0.74,6,3,0
60,51147,MORTGAGE,14,HOMEIMPROVEMENT,B,25515,18.35,0.5,N,16,0.47,0.52,13,0,1
33,116171,OWN,2,MEDICAL,A,16577,15.69,0.14,N,7,0.5,0.57,5,5,0
56,110874,MORTGAGE,34,EDUCATION,C,22427,18.13,0.2,Y,7,0.09,0.8,3,10,1
51,21883,OWN,6,PERSONAL,B,17861,9.91,0.82,N,30,0.53,0.37,4,6,1
37,66659,MORTGAGE,13,EDUCATION,A,47350,12.84,0.71,N,10,0.33,0.79,2,3,0
59,28417,RENT,38,MEDICAL,E,18426,8.4,0.65,N,24,0.23,0.39,1,10,1
34,105772,RENT,3,VENTURE,E,15937,9.47,0.15,N,9,0.15,0.89,6,1,0
52,53257,MORTGAGE,2,MEDICAL,A,19066,13.8,0.36,N,29,0.58,0.78,1,11,0
27,124428,MORTGAGE,3,HOMEIMPROVEMENT,A,35172,13.07,0.28,N,3,0.32,0.69,4,2,0
28,25397,OWN,5,EDUCATION,B,18945,7.24,0.75,N,5,0.58,0.13,6,7,1
24,70629,MORTGAGE,4,MEDICAL,C,8551,9.77,0.12,N,5,0.21,0.42,14,10,0
26,108606,OWN,5,PERSONAL,C,12284,9.3,0.11,N,7,0.51,0.78,13,8,0
64,80646,OWN,15,VENTURE,E,1074,16.44,0.01,Y,42,0.11,0.11,2,9,1
29,113295,RENT,10,EDUCATION,D,41611,15.44,0.37,N,8,0.49,0.41,6,9,1
24,50399,RENT,2,EDUCATION,C,44098,18.79,0.87,N,4,0.12,0.76,7,7,1
31,61003,OWN,5,MEDICAL,C,9680,13.94,0.16,Y,6,0.33,0.6,12,5,0
26,49696,MORTGAGE,5,VENTURE,A,25956,19.7,0.52,N,1,0.39,0.51,1,0,0
52,63539,MORTGAGE,33,MEDICAL,C,23449,13.14,0.37,N,12,0.12,0.89,11,5,0
36,96508,RENT,8,HOMEIMPROVEMENT,B,35592,20.93,0.37,N,13,0.37,0.65,10,5,0
29,48106,OWN,6,VENTURE,D,16729,20.59,0.35,N,2,0.42,0.15,3,9,1
25,125816,MORTGAGE,1,MEDICAL,B,34087,6.24,0.27,Y,1,0.46,0.69,8,4,1
34,96524,MORTGAGE,8,PERSONAL,B,41446,14.02,0.43,N,10,0.05,0.15,9,9,0
60,54341,OWN,10,EDUCATION,B,3768,20.94,0.07,N,8,0.15,0.92,9,9,1
60,109812,RENT,15,HOMEIMPROVEMENT,B,25300,10.34,0.23,Y,24,0.25,0.34,12,8,1
35,75731,OWN,14,MEDICAL,A,37850,8.41,0.5,N,12,0.45,0.56,13,0,0
36,107902,MORTGAGE,13,PERSONAL,C,6798,15.68,0.06,Y,17,0.36,0.26,5,6,1
39,76697,OWN,14,HOMEIMPROVEMENT,A,17651,17.63,0.23,Y,2,0.1,0.86,1,9,1
28,30225,RENT,4,PERSONAL,E,25704,17.69,0.85,N,6,0.53,0.25,2,0,1
62,62278,MORTGAGE,18,EDUCATION,A,16634,18.48,0.27,N,22,0.18,0.19,14,11,0
31,134981,RENT,1,HOMEIMPROVEMENT,A,26898,8.01,0.2,N,3,0.41,0.4,7,3,0
35,77558,OWN,12,VENTURE,E,42556,15.64,0.55,N,16,0.19,0.83,14,10,1
59,67761,RENT,1,VENTURE,B,46641,14.36,0.69,N,17,0.18,0.68,3,11,1
30,29597,RENT,3,HOMEIMPROVEMENT,A,22984,20.99,0.78,N,5,0.25,0.19,7,0,0
62,50552,MORTGAGE,32,EDUCATION,C,11336,11.11,0.22,N,16,0.25,0.11,6,11,0
54,31330,MORTGAGE,8,EDUCATION,D,15980,15.4,0.51,N,12,0.42,0.25,1,2,1
60,93523,OWN,15,PERSONAL,C,29940,21.51,0.32,N,30,0.07,0.44,3,11,0
56,92805,MORTGAGE,10,VENTURE,E,29064,15.0,0.31,N,23,0.26,0.53,9,2,0
44,126308,RENT,19,HOMEIMPROVEMENT,A,41545,16.14,0.33,N,11,0.5,0.78,9,11,1
35,58596,RENT,2,MEDICAL,B,45324,16.68,0.77,N,3,0.55,0.78,12,11,1
40,83281,MORTGAGE,19,MEDICAL,A,33920,14.67,0.41,N,15,0.51,0.79,7,11,1
41,25454,MORTGAGE,16,VENTURE,C,5117,13.64,0.2,N,13,0.49,0.23,1,0,0
21,125008,RENT,0,PERSONAL,A,24817,7.0,0.2,N,2,0.3,0.74,12,5,0
32,55162,MORTGAGE,4,VENTURE,A,21388,8.2,0.39,N,1,0.16,0.57,8,11,0
37,108095,MORTGAGE,10,MEDICAL,C,41033,18.69,0.38,N,5,0.39,0.18,10,1,0
37,64413,MORTGAGE,11,VENTURE,D,29087,12.92,0.45,Y,15,0.28,0.64,6,2,1
41,49055,MORTGAGE,11,HOMEIMPROVEMENT,C,17376,8.93,0.35,N,1,0.13,0.29,10,8,0
54,89939,RENT,26,MEDICAL,D,37745,15.18,0.42,N,20,0.32,0.9,7,8,1
40,29399,MORTGAGE,13,PERSONAL,C,1544,17.94,0.05,N,4,0.37,0.71,11,3,0
57,134015,MORTGAGE,2,PERSONAL,D,15025,12.45,0.11,N,29,0.28,0.27,7,11,0
55,85408,RENT,28,HOMEIMPROVEMENT,D,6695,11.45,0.08,N,23,0.39,0.18,5,4,0
35,135589,OWN,0,HOMEIMPROVEMENT,A,9630,7.81,0.07,N,13,0.37,0.41,8,6,0
40,22246,MORTGAGE,10,PERSONAL,B,3822,12.99,0.17,N,20,0.36,0.91,6,8,0
36,50030,MORTGAGE,17,HOMEIMPROVEMENT,D,30870,10.35,0.62,Y,11,0.08,0.78,3,4,1
31,24551,RENT,7,EDUCATION,A,23112,14.81,0.94,Y,6,0.11,0.87,5,7,1
41,32328,MORTGAGE,7,MEDICAL,B,7677,14.03,0.24,Y,5,0.33,0.68,9,11,1
64,117462,MORTGAGE,16,HOMEIMPROVEMENT,A,38356,16.75,0.33,Y,13,0.29,0.64,7,5,0
59,54775,MORTGAGE,32,MEDICAL,B,49570,18.53,0.9,N,28,0.11,0.81,10,10,1
48,107231,RENT,12,VENTURE,C,18771,7.44,0.18,N,7,0.47,0.92,3,3,0
37,42606,RENT,8,VENTURE,A,11150,12.8,0.26,N,12,0.48,0.72,6,9,0
24,144109,OWN,1,VENTURE,A,32177,20.02,0.22,N,2,0.19,0.16,5,7,1
52,30119,RENT,23,VENTURE,C,3121,7.6,0.1,N,10,0.27,0.11,11,8,0
46,50279,OWN,4,VENTURE,C,5486,16.62,0.11,N,23,0.09,0.79,4,3,0
49,103397,RENT,26,PERSONAL,C,43687,19.49,0.42,N,16,0.18,0.49,5,3,0
28,109494,RENT,9,PERSONAL,D,24932,16.95,0.23,N,2,0.53,0.15,3,7,1
30,112604,OWN,6,VENTURE,C,21388,18.67,0.19,N,3,0.37,0.59,6,9,0
63,36571,MORTGAGE,6,EDUCATION,A,26104,14.45,0.71,N,22,0.26,0.19,7,5,0
48,105366,MORTGAGE,10,VENTURE,A,4098,21.72,0.04,Y,17,0.44,0.35,10,8,1
52,145433,RENT,28,EDUCATION,B,10940,15.05,0.08,N,23,0.56,0.41,6,4,0
37,46299,RENT,13,VENTURE,C,31063,16.89,0.67,N,4,0.25,0.94,5,10,1
42,120916,OWN,20,PERSONAL,E,45097,14.86,0.37,Y,11,0.52,0.32,9,8,1
29,117780,OWN,8,MEDICAL,A,3409,10.33,0.03,N,6,0.16,0.28,11,10,0
60,147714,MORTGAGE,30,HOMEIMPROVEMENT,A,37025,21.06,0.25,N,22,0.08,0.7,9,5,0
54,52286,RENT,11,VENTURE,A,41178,11.96,0.79,N,3,0.38,0.65,10,8,0
35,66271,RENT,4,MEDICAL,B,11267,6.32,0.17,Y,9,0.51,0.18,14,11,1
63,109360,MORTGAGE,15,MEDICAL,A,42401,6.74,0.39,Y,4,0.33,0.37,6,0,0
49,75099,MORTGAGE,30,MEDICAL,B,13677,6.01,0.18,N,11,0.39,0.65,3,2,0
38,111787,RENT,18,HOMEIMPROVEMENT,A,17943,14.3,0.16,Y,17,0.28,0.39,8,5,0
55,141682,RENT,5,HOMEIMPROVEMENT,A,15690,12.28,0.11,N,13,0.2,0.86,3,10,0
29,38257,RENT,7,MEDICAL,A,20642,13.27,0.54,N,10,0.19,0.7,10,7,0
55,100399,OWN,27,HOMEIMPROVEMENT,B,38486,16.99,0.38,Y,31,0.22,0.58,7,1,0
